Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,Neighborhood,BldgType,SalePrice
1176,40,47731,9,6,1983,1963,829,4057,1,2,13,0,662,Veenker,1Fam,740316
1177,40,44006,10,9,1941,1952,1554,1761,1,2,5,2,967,Crawfor,1Fam,264802
1178,160,87675,1,9,1979,1958,5944,5298,0,4,5,1,1101,Crawfor,1Fam,60009
1179,20,18744,4,9,1920,1957,1132,1104,1,6,10,2,121,Sawyer,1Fam,347281
1180,160,144868,4,4,1949,1962,3655,2819,0,4,13,2,1087,NoRidge,1Fam,565839
1181,60,84857,6,6,1980,1960,1814,1147,0,6,5,2,533,NoRidge,1Fam,528291
1182,20,79689,3,2,1931,1988,2839,4497,2,0,12,2,592,BrkSide,1Fam,738379
1183,90,115578,4,9,1957,1963,1510,5087,1,0,5,2,188,Sawyer,1Fam,298250
1184,20,18865,1,3,1892,1982,3475,4680,2,3,9,0,1016,CollgCr,1Fam,411435
1185,50,81914,1,5,1942,1974,3406,877,0,1,4,3,674,BrkSide,1Fam,437676
1186,40,209301,5,6,1989,1989,3773,1771,2,0,5,0,147,OldTown,1Fam,52263
1187,90,135777,10,8,1978,1989,1883,2139,0,1,13,1,200,BrkSide,1Fam,39084
1188,50,124099,3,7,1913,1985,3536,947,2,2,6,2,1023,CollgCr,1Fam,608079
1189,80,109481,3,9,1947,2003,4453,3149,2,7,2,3,154,CollgCr,1Fam,312066
1190,20,101580,3,7,1957,1961,4398,514,1,6,11,2,739,NoRidge,1Fam,530538
1191,80,201686,10,8,2001,1981,3470,3590,0,2,3,0,989,BrkSide,2fmCon,715371
1192,90,200344,7,6,1986,1973,1827,3384,3,7,3,1,1293,Mitchel,1Fam,211026
1193,40,88887,7,4,1984,1981,3252,3496,0,6,12,0,224,OldTown,1Fam,592867
1194,120,199141,2,9,1975,1958,3280,5179,0,2,6,2,419,Crawfor,TwnhsE,188788
1195,60,18949,10,4,1921,1969,5812,4508,1,3,3,2,219,NoRidge,1Fam,568350
1196,80,69701,2,6,1924,2006,2303,1712,3,7,13,2,1247,BrkSide,Twnhs,150052
1197,30,65897,10,3,1936,1998,1969,3368,1,3,5,3,840,Mitchel,1Fam,254181
1198,160,150475,10,5,1930,1975,4581,4593,1,2,9,2,1394,OldTown,1Fam,373567
1199,40,130927,6,4,2004,1956,3881,4851,2,7,5,3,61,NWAmes,1Fam,386435
1200,80,102412,9,3,1992,1988,2609,3748,1,5,8,3,1000,Veenker,1Fam,56777
1201,20,56075,10,8,1995,1968,0,783,2,3,10,1,46,Sawyer,1Fam,643041
1202,20,109742,6,7,1955,1969,4307,2640,1,6,11,1,154,Sawyer,1Fam,39256
1203,30,58848,8,7,1898,1955,4502,4893,2,5,6,0,611,OldTown,1Fam,668700
1204,160,107733,6,1,1891,1967,5684,726,1,2,9,1,520,Mitchel,1Fam,183364
1205,40,73949,6,3,1909,1962,3070,3465,1,3,12,2,517,Mitchel,1Fam,546562
1206,120,191416,4,2,1961,1952,3147,3203,1,0,12,2,96,Crawfor,1Fam,547252
1207,70,160933,7,7,1922,1985,1273,1517,1,0,10,3,772,NWAmes,1Fam,363655
1208,20,38798,3,9,1962,2008,2808,2160,3,7,6,2,483,NoRidge,1Fam,421836
1209,60,202436,2,4,1993,1957,9,5523,1,0,8,3,1408,Veenker,1Fam,87586
1210,60,142243,3,3,1918,1953,3059,3495,3,6,13,2,1119,CollgCr,1Fam,683626
1211,40,76261,1,6,1999,1956,4319,5322,2,1,4,3,616,Mitchel,1Fam,120846
1212,80,114789,10,9,1942,1982,4801,2835,2,4,10,3,1085,BrkSide,1Fam,508931
1213,120,43123,3,4,1982,1999,4049,4823,1,5,11,1,816,OldTown,1Fam,35110
1214,120,11317,8,3,1880,1968,4921,3624,1,7,7,3,702,BrkSide,1Fam,571978
1215,70,91293,5,5,1910,1957,4065,5172,3,2,12,3,1303,NWAmes,1Fam,293559
1216,120,168642,4,9,2000,1955,4764,2068,0,7,7,1,833,BrkSide,Duplex,381719
1217,160,76574,3,7,1994,1986,2672,2362,2,3,12,0,685,OldTown,1Fam,51738
1218,20,83508,9,5,1950,1971,3679,548,3,6,9,0,803,BrkSide,1Fam,192540
1219,80,213110,6,7,1876,1971,3906,1543,2,0,2,3,1107,Somerst,1Fam,348159
1220,90,212517,5,1,1880,1964,3498,1069,0,2,11,1,1051,CollgCr,1Fam,551691
1221,20,100542,7,7,1930,2003,3490,1304,2,4,10,2,777,NoRidge,1Fam,465189
1222,80,10753,9,1,1995,1972,4777,1970,0,5,4,1,250,BrkSide,1Fam,222533
1223,160,146629,7,4,1924,1992,1459,4971,3,6,10,1,903,OldTown,1Fam,463993
1224,40,154209,5,4,1994,1994,1936,2343,1,2,8,1,610,CollgCr,1Fam,195510
1225,120,196800,9,7,1945,1953,3169,4721,1,4,13,2,1322,CollgCr,1Fam,434769
1226,160,204131,9,3,1890,1964,3943,4658,3,4,5,0,1288,NWAmes,1Fam,424046
1227,80,135884,10,3,1949,2003,3144,5540,1,7,5,3,0,Sawyer,1Fam,197765
1228,80,24219,1,8,1922,2002,1218,3033,0,0,2,1,1416,OldTown,1Fam,179160
1229,70,54653,9,5,1903,1974,5032,4836,3,0,11,0,1277,Sawyer,1Fam,408767
1230,60,154630,2,7,1965,1959,3334,2560,2,4,13,0,1286,CollgCr,1Fam,457559
1231,60,131252,7,6,1900,1967,2648,3690,2,0,10,0,705,BrkSide,1Fam,740479
1232,70,94575,7,6,1996,2006,5365,4638,0,1,6,1,383,Veenker,1Fam,391686
1233,60,87279,3,7,1982,1990,2664,1089,1,4,12,2,860,BrkSide,1Fam,355069
1234,120,153103,1,7,1979,1954,986,639,1,2,5,3,1252,Sawyer,1Fam,377508
1235,90,91659,10,9,1882,1993,6014,1209,1,2,10,3,638,Somerst,1Fam,664621
1236,50,34414,9,8,2004,1958,2337,4161,2,2,9,1,1397,Somerst,Duplex,255969
1237,70,210821,2,3,1940,1968,5465,2848,0,5,12,2,369,Mitchel,1Fam,309550
1238,40,76048,7,2,1973,1978,3157,1820,1,2,13,1,1209,Somerst,TwnhsE,300522
1239,30,60903,2,8,1898,1971,1480,4409,3,6,6,0,93,BrkSide,1Fam,483554
1240,50,16129,6,4,1977,1991,2300,414,2,1,3,2,1190,Crawfor,1Fam,538534
1241,20,101626,4,3,1916,1959,5561,1253,1,0,3,2,1340,Crawfor,1Fam,381872
1242,120,212293,8,1,1969,2002,5772,2827,0,1,10,3,996,Sawyer,1Fam,224935
1243,30,35502,6,5,1910,1985,842,5193,0,7,6,0,884,BrkSide,1Fam,530777
1244,50,53652,5,5,2000,1968,6031,4309,1,2,3,2,583,Somerst,1Fam,233229
1245,40,39498,7,8,1969,2007,5214,3963,0,0,11,1,1238,Crawfor,1Fam,681101
1246,40,21421,5,7,1934,1978,3957,4107,0,2,9,1,179,Sawyer,1Fam,484350
1247,50,130412,1,7,1934,1974,1120,1991,3,5,3,0,412,BrkSide,1Fam,352392
1248,90,65096,6,5,1872,1951,3583,2711,3,2,10,0,185,NoRidge,1Fam,202872
1249,120,161976,8,8,1913,2009,2600,5035,2,3,9,1,394,Somerst,1Fam,580303
1250,30,87015,5,9,1980,2000,760,4206,3,0,13,0,742,Mitchel,TwnhsE,473955
1251,40,137467,2,8,1986,1960,6011,3511,1,5,13,1,476,BrkSide,1Fam,670416
1252,60,20425,1,4,2009,2006,3686,774,2,1,13,2,596,NWAmes,1Fam,543781
1253,50,71748,3,3,1883,1997,592,4225,3,0,12,0,327,Mitchel,1Fam,603451
1254,90,89882,8,1,1906,1975,2087,2275,0,5,11,3,500,Sawyer,1Fam,101251
1255,40,14055,4,9,1977,2005,5131,2379,1,7,10,1,706,NWAmes,1Fam,52582
1256,60,91003,10,7,1921,1983,2701,3911,0,4,8,3,303,Mitchel,TwnhsE,509035
1257,70,101910,4,9,1906,1991,3022,2422,3,7,11,2,1327,Sawyer,1Fam,35036
1258,50,87699,5,8,1910,1960,870,3374,3,3,13,3,1272,Mitchel,1Fam,676458
1259,80,109185,8,4,1998,1956,678,400,2,4,3,1,1242,Mitchel,1Fam,670719
1260,90,171864,7,2,1990,1981,5975,1316,2,2,3,0,2,NoRidge,1Fam,456196
1261,70,166177,1,1,1872,1969,5819,3189,1,4,7,0,702,Crawfor,1Fam,560078
1262,60,4316,1,8,1987,2008,582,5417,0,7,5,0,1127,Crawfor,TwnhsE,338731
1263,160,138286,2,3,1948,1955,3355,4372,3,5,8,2,494,CollgCr,1Fam,724850
1264,160,194723,9,4,1988,1995,4161,2550,3,0,5,2,328,OldTown,1Fam,60808
1265,160,187701,1,8,1957,1986,5380,5476,3,4,11,3,867,Somerst,1Fam,245516
1266,20,70479,1,5,1966,2002,3419,1795,1,3,12,3,3,Sawyer,1Fam,537331
1267,120,168815,8,9,1951,2009,5310,5069,0,4,5,3,868,NWAmes,1Fam,602315
1268,120,172664,7,5,1973,2002,738,2475,2,4,11,1,640,CollgCr,1Fam,209337
1269,120,79577,10,8,1984,1972,89,795,0,4,3,1,969,NWAmes,1Fam,612076
1270,90,187249,3,2,1942,1991,2840,347,0,6,11,3,968,Veenker,1Fam,366721
1271,50,136560,7,4,1887,1959,1618,5538,3,6,10,2,759,CollgCr,1Fam,652260
1272,90,161996,2,2,1884,1979,4613,3742,3,7,10,1,827,NWAmes,1Fam,227189
1273,70,161178,6,1,1929,1966,2058,1127,1,4,7,3,37,CollgCr,1Fam,533229
1274,120,168465,2,9,1937,1965,2486,5599,2,2,3,0,1391,Mitchel,1Fam,184391
1275,50,206019,10,5,1991,1984,3268,552,2,1,12,2,107,BrkSide,TwnhsE,134495
1276,90,184740,5,4,1876,1957,5874,2110,0,6,3,3,1384,Crawfor,1Fam,542818
1277,90,91660,3,4,1994,1984,439,4309,0,7,7,2,1380,NWAmes,1Fam,525246
1278,120,121548,10,3,1879,1974,3376,616,1,0,4,2,1018,NoRidge,TwnhsE,246138
1279,30,139996,1,2,1940,1963,2376,5142,3,1,12,0,1058,Veenker,1Fam,470188
1280,120,184554,8,9,1930,1983,219,3932,1,5,8,2,42,Veenker,1Fam,712908
1281,40,85308,6,1,1948,1995,4977,5375,2,1,8,1,1344,CollgCr,1Fam,275177
1282,160,68259,7,4,1877,1986,5584,4778,0,0,5,3,749,Veenker,2fmCon,396208
1283,20,159154,3,2,1977,1955,1058,4712,3,7,11,1,481,Veenker,1Fam,185122
1284,40,205439,9,9,1890,1983,4642,1541,3,0,4,1,949,BrkSide,1Fam,407941
1285,80,196416,5,2,1979,1987,4284,1421,1,1,10,1,758,BrkSide,TwnhsE,672260
1286,70,32954,5,4,1950,1991,4309,1619,0,7,13,2,512,NoRidge,1Fam,492771
1287,80,197963,5,7,1994,1975,2812,1151,3,0,5,3,456,OldTown,1Fam,137115
1288,60,170142,3,6,2007,1955,1956,3860,3,6,10,1,167,Crawfor,1Fam,568158
1289,20,34908,4,4,1988,1957,432,647,2,4,5,0,1288,NWAmes,1Fam,338924
1290,80,2700,2,6,1934,1969,213,2608,1,4,13,3,944,Crawfor,1Fam,47995
1291,70,44965,5,4,1929,1988,1083,3423,2,6,12,2,408,NWAmes,1Fam,483377
1292,70,200146,5,3,1963,1994,3225,3194,1,0,5,1,1025,NoRidge,1Fam,250309
1293,50,162813,4,6,1961,1990,861,2920,2,0,4,3,983,BrkSide,TwnhsE,734690
1294,120,124383,10,4,1981,1968,4195,1518,3,1,2,1,198,BrkSide,1Fam,751604
1295,90,136301,2,9,1938,1976,3786,914,1,3,10,2,248,NoRidge,TwnhsE,518070
1296,30,89728,10,5,1935,1952,2105,5579,0,7,13,3,327,CollgCr,1Fam,489518
1297,20,194943,9,7,1888,1997,533,2801,2,0,3,0,149,NoRidge,1Fam,254442
1298,30,34724,1,3,1895,1971,3161,3491,3,3,11,3,1166,Crawfor,1Fam,85930
1299,20,68436,8,6,1985,1980,5028,3345,0,3,11,3,220,Mitchel,1Fam,78582
1300,90,44215,3,6,2008,1976,2405,2292,3,1,7,1,1150,Somerst,1Fam,368851
1301,80,182729,1,7,1955,1967,4928,4171,1,2,4,1,750,Sawyer,2fmCon,263678
1302,60,116841,9,5,1919,1960,1748,2330,2,1,9,0,165,CollgCr,1Fam,726533
1303,70,147590,2,7,1880,2007,489,2532,2,1,9,0,1197,Somerst,1Fam,245735
1304,120,198006,3,1,1877,1957,3971,4598,0,4,11,3,246,Veenker,1Fam,189469
1305,120,43116,1,7,1965,2006,5426,2023,0,7,8,1,1416,Somerst,1Fam,624719
1306,60,207634,2,7,1960,1956,5398,4046,3,3,2,2,19,NWAmes,1Fam,636684
1307,70,28362,1,5,1911,1955,5860,3867,2,5,4,0,882,BrkSide,1Fam,306078
1308,70,162676,9,1,1898,2004,658,496,2,5,6,1,444,Somerst,Duplex,93781
1309,160,151644,1,6,1881,2006,265,3965,1,6,7,3,756,Veenker,1Fam,105792
1310,90,177894,8,8,1966,2003,3479,4587,0,6,6,2,1190,Sawyer,1Fam,410027
1311,50,35202,2,5,1955,1996,5806,1769,1,7,12,0,1115,Mitchel,1Fam,661370
1312,120,206667,10,1,1917,1979,6097,5187,2,6,5,0,399,Mitchel,Duplex,313364
1313,50,171242,9,4,1973,1956,1707,439,2,7,10,3,90,NWAmes,1Fam,47900
1314,90,24969,7,9,1988,1985,2292,1287,1,7,6,0,402,Crawfor,1Fam,304913
1315,160,120487,9,3,1943,1981,4061,5353,0,5,13,0,1147,Sawyer,1Fam,37067
1316,120,176151,3,5,1908,1994,5582,4875,0,3,12,1,730,CollgCr,1Fam,339841
1317,30,103323,8,4,1872,1952,1068,4343,3,2,11,3,1075,Veenker,1Fam,376769
1318,40,82793,3,7,1981,1954,5961,3539,2,4,11,2,701,Sawyer,TwnhsE,561222
1319,90,60248,7,4,1951,1985,4994,1401,3,6,9,0,750,Mitchel,1Fam,84745
1320,30,111682,10,4,1919,2001,416,2930,0,6,9,3,91,BrkSide,1Fam,381061
1321,20,211788,8,6,1872,2005,5144,3336,1,4,8,3,32,Sawyer,1Fam,162431
1322,40,131275,3,6,1984,1984,3920,809,1,0,2,2,997,Sawyer,1Fam,370768
1323,60,155804,8,5,1999,1972,5977,3491,1,2,13,0,286,OldTown,1Fam,744403
1324,30,168097,9,3,1938,1978,1279,807,1,4,13,0,511,NWAmes,1Fam,568576
1325,30,167762,9,1,1908,1980,6064,1002,0,3,8,3,524,NWAmes,1Fam,642927
1326,50,86974,8,7,1957,1987,290,1236,0,3,12,3,897,NWAmes,1Fam,62704
1327,70,165761,8,4,1992,1963,463,1351,3,2,6,3,1334,Crawfor,1Fam,585083
1328,70,71483,8,6,1953,1973,2735,769,1,0,3,1,1074,BrkSide,1Fam,658484
1329,90,126247,8,4,1873,1982,4020,5412,0,3,12,2,905,Veenker,1Fam,517938
1330,160,66008,2,8,1898,2001,1019,4594,1,3,8,0,1183,Mitchel,1Fam,598058
1331,20,202343,9,7,1885,1998,1668,3030,3,6,13,0,723,NoRidge,1Fam,69331
1332,80,157512,2,4,1928,1995,2382,2290,1,0,4,0,206,OldTown,1Fam,566868
1333,30,126205,6,3,1934,1962,767,1350,3,3,7,2,692,Crawfor,TwnhsE,636837
1334,50,97897,4,7,1945,1974,1075,5371,0,6,10,1,1386,Crawfor,1Fam,201076
1335,50,112561,3,1,1976,1983,909,4567,0,2,3,2,1106,BrkSide,1Fam,374202
1336,90,168156,3,1,1887,2008,5829,4325,2,2,13,1,495,Mitchel,1Fam,339261
1337,40,59858,1,1,2002,1971,5721,2831,2,0,9,2,458,OldTown,1Fam,105700
1338,120,178545,5,4,1908,2005,3840,479,3,4,4,3,1301,BrkSide,1Fam,127260
1339,50,61575,5,5,1943,1994,4177,3722,1,6,10,2,134,BrkSide,1Fam,251470
1340,120,31598,5,3,1901,1988,837,2921,0,3,12,3,1322,NoRidge,1Fam,113558
1341,160,158952,1,2,1921,1992,308,1913,2,3,6,3,960,Veenker,1Fam,396367
1342,70,152847,7,3,1986,1997,2303,2006,1,5,9,2,1145,Sawyer,Duplex,75116
1343,30,72921,2,5,1878,1991,6013,641,0,3,10,3,466,NoRidge,1Fam,44761
1344,90,140101,9,3,1938,1990,2919,4960,0,3,3,0,919,OldTown,1Fam,488021
1345,60,157204,1,6,1952,1972,4935,1209,2,6,8,2,461,OldTown,1Fam,216667
1346,50,169853,1,4,1950,1975,2259,4650,2,2,8,0,24,Mitchel,1Fam,307137
1347,60,205126,4,9,1924,1985,1889,5498,0,6,5,0,644,Veenker,TwnhsE,276798
1348,40,184085,5,9,1924,2000,4962,578,2,2,5,0,1389,Mitchel,1Fam,372717
1349,40,95287,10,6,1997,1989,2876,3644,3,4,9,0,344,Veenker,1Fam,368876
1350,160,50558,6,5,1905,2009,4472,688,3,2,11,1,229,NoRidge,1Fam,130821
1351,40,22122,4,1,1938,1990,4439,4745,1,5,6,2,1306,NoRidge,1Fam,36326
1352,60,124062,9,6,1922,1974,4442,3026,0,3,3,3,1290,Somerst,1Fam,354030
1353,90,143904,3,4,1977,1984,4130,448,2,1,11,3,1201,Veenker,1Fam,442075
1354,40,149110,9,3,1983,1987,4945,4433,2,5,4,0,1384,BrkSide,TwnhsE,588294
1355,80,3337,5,8,1989,2002,2829,4397,3,7,2,1,1405,CollgCr,1Fam,177216
1356,120,151351,4,1,1883,1965,1852,5243,2,0,5,1,1302,Sawyer,1Fam,95227
1357,120,169675,4,3,1885,1964,3130,2908,2,4,11,0,1367,NoRidge,TwnhsE,464980
1358,20,155716,1,7,1923,1962,1983,5286,2,5,11,0,1055,Mitchel,Duplex,684675
1359,60,113760,7,9,1932,1953,263,3865,2,5,5,1,445,BrkSide,1Fam,207112
1360,20,4546,6,5,1880,1990,2210,3125,1,1,8,3,649,NWAmes,1Fam,96646
1361,80,106075,7,5,1995,2007,3058,2235,1,0,13,1,539,CollgCr,Duplex,324897
1362,50,139240,7,9,1995,1986,3179,1889,1,4,10,1,722,NWAmes,1Fam,438685
1363,120,123129,1,1,1930,1953,2078,3629,1,5,11,3,990,Somerst,1Fam,483976
1364,30,124229,9,5,1978,1971,4432,4259,3,2,3,1,342,Sawyer,1Fam,116127
1365,120,111783,6,3,1949,2004,1741,523,1,2,4,2,22,Somerst,TwnhsE,507697
1366,50,119402,7,5,1962,1953,3956,2520,1,4,3,3,854,Sawyer,1Fam,282055
1367,160,70570,1,9,1992,1986,1647,575,3,3,13,0,1409,Somerst,1Fam,56931
1368,30,130728,8,6,1884,1976,6028,2439,0,3,6,2,1222,Veenker,1Fam,699005
1369,40,61527,7,9,1904,2005,3965,4574,1,5,7,1,15,Somerst,1Fam,420207
1370,50,106449,4,5,1931,1980,3402,4000,1,7,8,0,849,Sawyer,1Fam,254686
1371,160,90150,10,8,1995,1983,2622,994,1,6,8,0,753,CollgCr,1Fam,622963
1372,90,154100,7,2,1953,1993,4618,4139,1,0,2,2,602,NoRidge,1Fam,608845
1373,120,192761,10,3,1926,1999,2601,408,3,2,12,2,948,CollgCr,1Fam,183545
1374,70,136784,9,3,1875,1980,4907,399,1,0,6,2,604,BrkSide,TwnhsE,726650
1375,90,30261,3,7,1953,1993,972,5177,1,6,13,2,1296,Somerst,1Fam,417985
1376,80,144109,10,5,1909,1998,5011,507,1,5,11,2,1287,OldTown,1Fam,223798
1377,80,70781,8,3,1917,1981,5876,1743,3,1,10,0,913,Sawyer,1Fam,357227
1378,120,11889,2,2,2009,1992,1482,1034,3,6,10,0,650,BrkSide,1Fam,170066
1379,160,42441,8,4,1944,1971,1368,3425,0,4,13,1,846,Mitchel,1Fam,646938
1380,70,215109,5,2,1891,1971,5834,3106,0,0,5,2,1276,Sawyer,1Fam,228403
1381,60,92683,9,7,1878,1950,2481,4786,0,1,5,3,425,Mitchel,1Fam,350853
1382,80,44457,2,8,1925,1990,4248,5573,1,6,10,3,1231,Sawyer,1Fam,84174
1383,90,29861,3,9,1881,1965,1162,4293,2,2,4,3,837,Sawyer,1Fam,714559
1384,160,140434,4,3,1931,1998,2612,2811,0,4,11,1,90,Crawfor,1Fam,253019
1385,80,164068,5,4,1929,2007,4296,581,2,7,2,2,1063,OldTown,TwnhsE,504713
1386,160,76852,7,5,1993,2002,5467,5230,1,2,12,0,286,NWAmes,1Fam,289124
1387,90,23436,3,5,1918,1966,2664,3311,3,0,6,1,731,OldTown,Duplex,439152
1388,160,77179,8,5,1910,1989,459,1488,2,0,2,0,1347,Veenker,1Fam,438377
1389,90,143629,1,2,1956,1995,2527,3209,1,7,9,3,1105,Somerst,1Fam,245111
1390,120,25687,4,2,1960,1980,3928,2413,2,4,5,1,991,Veenker,1Fam,346087
1391,30,58575,7,4,1877,1980,5346,2192,0,2,5,2,98,BrkSide,1Fam,464458
1392,160,1728,3,1,1883,1976,5094,2740,1,0,7,0,1218,BrkSide,Duplex,191383
1393,50,102322,5,1,1895,1968,4640,4333,1,5,8,3,475,Somerst,1Fam,129410
1394,90,37786,7,5,1979,1984,1009,1203,0,0,3,2,71,Veenker,1Fam,163227
1395,50,44086,3,8,1900,2009,3176,5450,1,0,2,0,1361,NWAmes,1Fam,334637
1396,60,25475,10,5,2008,1963,3520,665,2,4,7,1,270,Mitchel,1Fam,188985
1397,90,157527,9,1,1932,1952,2863,1115,2,5,6,0,458,OldTown,1Fam,239716
1398,70,106026,10,8,2000,1953,5639,3923,3,4,8,0,201,CollgCr,1Fam,528763
1399,90,204178,5,7,1906,1984,5864,1104,1,7,10,0,881,Mitchel,2fmCon,517566
1400,20,85816,4,3,1930,1966,1284,4461,2,2,9,2,1230,NoRidge,1Fam,714360
1401,120,48741,10,3,1890,1977,5843,4233,2,4,3,3,737,Sawyer,1Fam,585053
1402,60,44964,8,9,1988,2007,5172,2615,3,2,13,2,1232,Crawfor,1Fam,340531
1403,90,205222,8,5,1954,1954,4306,2746,3,2,10,2,1328,Sawyer,1Fam,703605
1404,40,127467,2,2,1882,1960,2330,5641,2,1,2,0,1237,Sawyer,1Fam,698034
1405,70,70890,9,3,1974,1962,4644,4555,1,6,11,0,230,Somerst,1Fam,194834
1406,70,141255,6,3,1994,1977,3581,3688,2,5,12,0,292,Veenker,1Fam,158394
1407,30,120648,8,4,1966,1991,5493,1082,2,5,8,3,424,Crawfor,1Fam,672008
1408,60,25858,9,4,1983,1960,4345,3463,3,1,11,2,904,CollgCr,2fmCon,676007
1409,80,151401,2,5,1910,1956,5891,545,0,0,12,3,1222,OldTown,1Fam,644069
1410,120,26799,1,3,1931,1955,2561,1670,3,6,13,3,443,OldTown,1Fam,366376
1411,120,43932,1,6,1989,1998,502,4038,3,5,13,0,944,NoRidge,TwnhsE,655936
1412,50,153912,7,5,1955,1951,3005,2497,0,0,4,2,265,OldTown,TwnhsE,588647
1413,80,96455,10,9,1956,1987,6093,5613,1,5,2,2,770,Somerst,2fmCon,568116
1414,30,48831,1,8,1977,1984,4002,5320,0,7,9,2,1105,BrkSide,1Fam,468540
1415,120,15811,2,3,1956,1956,4295,837,2,6,10,2,559,CollgCr,1Fam,227686
1416,120,128309,5,1,1889,1983,3820,5023,0,2,8,1,231,Veenker,1Fam,572968
1417,160,150431,4,6,1901,1967,3621,4921,1,2,4,0,583,BrkSide,1Fam,667055
1418,60,44742,2,4,1979,1980,374,897,0,6,13,3,1080,NoRidge,1Fam,671749
1419,50,90432,7,9,1905,1958,2524,2379,0,3,6,2,1325,Sawyer,1Fam,466634
1420,90,74950,10,4,1963,1990,528,5369,1,5,10,3,873,BrkSide,1Fam,63255
1421,90,192062,3,3,1937,1997,2055,423,1,7,9,0,951,CollgCr,TwnhsE,568214
1422,40,170509,1,4,1957,1950,4398,645,2,3,12,0,594,Mitchel,1Fam,217437
1423,70,59919,3,8,1904,1981,4913,3041,0,4,10,3,1317,OldTown,Duplex,182705
1424,80,111172,2,2,1914,1988,1366,5393,1,3,9,3,1233,Veenker,1Fam,91487
1425,60,198899,5,9,1966,1950,3998,1814,3,4,12,3,1378,BrkSide,1Fam,148251
1426,50,75269,2,3,1895,1993,1383,4436,3,0,2,1,1224,CollgCr,1Fam,387799
1427,40,31474,4,8,1914,1982,1226,4014,1,7,10,3,775,Veenker,1Fam,234260
1428,60,65125,2,5,2009,1968,5865,1109,0,4,9,0,1361,Somerst,1Fam,309811
1429,40,131157,7,6,1892,1978,3726,1861,3,1,11,3,864,Crawfor,Twnhs,403138
1430,50,213596,5,2,1951,1990,1206,3646,2,4,4,1,853,NWAmes,1Fam,414451
1431,30,67154,1,7,1892,1988,862,2890,1,3,9,0,930,NoRidge,1Fam,334911
1432,50,13829,1,6,1969,1996,302,1593,2,6,5,2,263,Crawfor,TwnhsE,361049
1433,80,40191,5,5,1889,1952,3035,1398,0,6,3,1,1189,BrkSide,1Fam,674066
1434,50,89563,6,5,1951,1997,618,3291,1,3,8,0,514,Veenker,1Fam,238748
1435,30,21397,2,6,1932,1952,3564,4729,1,5,2,2,934,Mitchel,1Fam,44274
1436,120,8783,4,5,1967,1989,2650,2526,2,0,3,3,1197,Veenker,1Fam,611127
1437,60,141571,7,9,1872,1970,3884,5246,0,7,8,1,162,Veenker,1Fam,92542
1438,70,177669,5,1,1943,1953,1267,3875,1,4,12,3,426,Crawfor,1Fam,592600
1439,70,51185,2,3,1946,1991,887,2474,3,5,10,2,1336,Crawfor,1Fam,269227
1440,70,113111,4,8,1905,1983,615,4086,0,5,2,0,512,Mitchel,1Fam,640801
1441,60,123850,2,8,1913,1989,584,2716,0,2,3,1,937,Mitchel,1Fam,155683
1442,90,144131,10,4,1969,1972,441,4350,3,5,7,3,796,Veenker,1Fam,153355
1443,120,210841,9,5,1948,1966,1580,5550,3,3,7,0,1233,CollgCr,1Fam,327801
1444,160,190687,4,1,1951,1987,4890,4516,1,5,2,3,723,CollgCr,1Fam,336588
1445,60,68898,3,2,2001,1962,3708,1088,0,0,5,2,602,NWAmes,1Fam,551638
1446,50,210044,2,9,1927,1998,1529,714,2,1,3,2,23,Sawyer,1Fam,501128
1447,20,8776,8,6,1991,1990,5692,4626,1,7,8,2,673,CollgCr,1Fam,750260
1448,60,207081,10,1,2006,2009,4650,4831,2,5,9,2,829,CollgCr,1Fam,522576
1449,160,31856,3,8,1951,1951,4760,3345,0,1,6,2,976,OldTown,1Fam,180414
1450,40,25686,7,4,1901,1985,5490,1634,3,1,8,2,1106,OldTown,1Fam,98679
1451,120,26828,3,6,1929,1983,4556,5008,2,4,4,2,1100,OldTown,1Fam,226428
1452,90,27404,10,8,1878,2001,5846,2714,2,0,12,2,651,Veenker,1Fam,743129
1453,80,100417,3,8,1968,1975,2017,1886,2,3,2,1,111,BrkSide,1Fam,588468
1454,70,138259,1,2,1909,2006,5231,2278,0,2,8,1,360,NWAmes,1Fam,568513
1455,90,160614,9,4,1999,1964,682,1906,3,1,5,3,577,Veenker,1Fam,230802
1456,20,4699,10,3,1962,2001,1833,1832,1,2,7,3,1388,Veenker,1Fam,372463
1457,30,64722,4,9,1939,1981,5449,2063,1,2,8,2,1091,NWAmes,1Fam,541670
1458,30,29611,10,8,1897,2006,815,3912,3,0,9,1,1268,OldTown,1Fam,716827
1459,90,32502,3,6,1885,1963,3060,422,0,5,13,2,1406,OldTown,1Fam,455070
1460,60,160991,3,1,1964,1965,2080,2260,0,2,8,2,188,Somerst,1Fam,50240
